st_abbrev,district,state_dist,party,total_receipt,total_disbursement,cash_on_hand_cop,debt_owed_by_committee,total_contribution,total_loan,offsets_to_operating_expenditure,other_receipts,operating_expenditure,total_loan_Repayment,total_contribution_refund,other_disbursements,net_contribution,net_operating_expenditure,cash_on_hand_bop,debt_owe_to_committee,Total_population,Male,Under_5_years,5_to_9_years,10_to_14_years,15_to_19_years,20_to_24_years,25_to_34_years,35_to_44_years,45_to_54_years,55_to_59_years,60_to_64_years,65_to_74_years,75_to_84_years,85_years_and_over,One_race,White,Black_or_African_American,American_Indian_and_Alaska_Native,Asian,Native_Hawaiian_and_Other_Pacific_Islander,Some_other_race,Hispanic_or_Latino_of_any_race,State_of_residence,Different_state1,Born_in_PR__US_Is_areas_or_abroad_to_US_parents,American,Arab,Czech,Danish,Dutch,English,French_except_Basque,French_Canadian,German,Greek,Hungarian,Irish,Italian,Lithuanian,Norwegian,Polish,Portuguese,Russian,ScotchIrish,Scottish,Slovak,Subsaharan_African,Swedish,Swiss,Ukrainian,Welsh,West_Indian_excluding_Hispanic_origin_groups,Civilian_veterans,Total_civilian_noninstitutionalized_population,With_a_disability1,Same_house,Same_county,Same_state,Abroad,Unemployed,Armed_Forces,Not_in_labor_force,Car__truck__or_van__drove_alone,Public_transportation_excluding_taxicab,Walked,Other_means,Worked_at_home,Mean_travel_time_to_work_minutes,Management__business__science__and_arts_occupations,Service_occupations,Sales_and_office_occupations,Natural_resources__construction__and_maintenance_occupations,Production__transportation__and_material_moving_occupations,Agriculture__forestry__fishing_and_hunting__and_mining,Construction1,Manufacturing1,Wholesale_trade1,Retail_trade1,Transportation_and_warehousing__and_utilities1,Information1,Finance_and_insurance__and_real_estate_and_rental_and_leasing,Prof__scientific__and_mngmnt__and_admin_and_waste_mngmnt_ser,Educational_services__and_health_care_and_social_assistance,Arts_Entmt_and_recreation_and_accommodation_and_food_services,Other_services__except_public_administration,Public_administration,Private_wage_and_salary_workers,Government_workers,Selfemployed_in_own_not_incorporated_business_workers,Unpaid_family_workers,Total_housing_units,Rental_vacancy_rate,Owneroccupied,Average_household_size_of_owneroccupied_unit,Average_household_size_of_renteroccupied_unit,Moved_in_2015_or_later,Moved_in_2010_to_2014,Moved_in_2000_to_2009,Moved_in_1990_to_1999,Moved_in_1980_to_1989,Moved_in_1979_and_earlier,Less_than_50_000,50_000_to_99_999,100_000_to_149_999a,150_000_to_199_999,200_000_to_299_999,300_000_to_499_999,500_000_to_999_999,1_000_000_or_more,Median_dollars1,Housing_units_with_a_mortgage,Median_dollars2,Median_dollars3,Occupied_units_paying_rent,Median_dollars4,No_rent_paid,Less_than_10_000,10_000_to_14_999,15_000_to_24_999,25_000_to_34_999,35_000_to_49_999,50_000_to_74_999,75_000_to_99_999,100_000_to_149_999b,150_000_to_199_000,200_000_or_more,With_private_health_insurance,With_public_coverage,No_health_insurance_coverage1,All_families,Less_than_9th_grade,9th_to_12th_grade__no_diploma,High_school_graduate_includes_equivalency,Some_college__no_degree,Associate_s_degree,Bachelor_s_degree,Graduate_or_professional_degree,Percent_high_school_graduate_or_higher,Percent_bachelor_s_degree_or_higher,Total_for_all_sectors2,Agriculture__forestry__fishing_and_hunting2,Mining__quarrying__and_oil_and_gas_extraction2,Utilities2,Construction3,Manufacturing3,Wholesale_trade3,Retail_trade3,Transportation_and_warehousing2,Information3,Finance_and_insurance2,Real_estate_and_rental_and_leasing2,Professional__scientific__and_technical_services2,Management_of_companies_and_enterprises2,Admin_and_support_and_waste_mngmt_and_remediation_services2,Educational_services2,Health_care_and_social_assistance2,Arts__entertainment__and_recreation2,Accommodation_and_food_services2,Other_services_except_public_administration2,Industries_not_classified2
HI,1,HI_01,DEM,504510,424123,80387.3,151286,353224,151286,0,0,424073,0,50,0,353174,424073,0,0,714328,355474,42515,38632,38645,35103,46316,109250,91772,91632,46842,41967,71397,37026,23231,565393,126170,13089,971,364719,50874,9570,59626,372076,147120,25864,7870,964,375,915,2391,16377,7397,1086,33226,632,730,25522,12918,146,4275,5072,16027,1528,1873,5874,233,984,3402,675,650,1303,1151,53456,685204,75420,613048,59941,1497,11739,11990,22219,199347,235443,33229,23542,15875,11989,28.1,126975,76208,92938,30266,28076,1577,23933,12790,8327,40546,20885,5962,26517,35044,73201,54758,14843,36080,260207,75842,17696,718,264347,6.5,129273,3.25,2.59,64514,47260,48418,27609,17364,29085,777,1336,959,882,7640,25476,68506,23697,668900,84133,2481,602,100001,1631,4976,12944,5611,13188,14418,25064,38051,34288,44185,21923,24578,555592,221527,21643,6.1,21279,22710,130467,97850,58119,120131,62561,91.4,35.6,14996715,897,1471,NULL,1696786,425666,770881,1197592,1263077,401449,1109536,370050,1137063,441495,762886,462538,2519919,120201,1542156,554997,1827
HI,2,HI_02,DEM,1337930,1294440,2090990,0,1328890,0,4118.63,4689.46,1231140,0,19413.6,43885,1309470,1227020,2047500,0,713210,360876,47058,47449,45419,41541,47116,96814,90065,81976,47359,46317,73464,35336,13296,530153,230943,10297,1690,180920,94397,11906,90499,385112,214906,16895,9408,2384,1369,1932,5116,32070,10734,1467,49711,1715,1670,39451,17946,642,5414,7401,37303,4328,3516,12511,711,2444,8500,1702,1391,2405,532,52667,687998,73439,618292,48436,5809,5531,17772,20854,200770,240195,10034,14846,6807,18655,25.8,104771,86106,74942,34963,25260,10526,25294,8126,7728,36243,15778,4380,17419,33846,64221,62805,14468,25208,237615,62171,26115,141,278608,12.2,138805,3.14,3.01,57214,46035,50762,27078,21666,21073,1305,2146,4024,4521,14142,32167,62415,18085,566800,88081,2183,405,77511,1491,7512,15473,7818,14606,14418,23648,35551,33301,41145,20558,17310,501495,261271,31184,8.6,13216,19926,150027,106602,48868,96862,49126,93.2,30.1,6974019,3886,11844,144736,628359,140156,207756,874627,281792,96295,146251,225012,347254,41881,391232,163432,1246965,167727,1623613,230530,671
IA,1,IA_01,DEM,3891570,3330280,561287,0,3739900,0,579.38,238.09,3324460,0,5820.64,0,3734070,3323880,0,0,774043,382718,47545,47635,52779,54502,53616,94068,88387,95989,55531,49283,73373,41854,19481,760138,704638,30463,2346,13086,2473,7132,30665,581628,157496,4029,38187,1906,24767,9033,16485,50061,18155,2303,290923,1198,646,109455,11596,785,39431,8501,357,1473,4485,11657,242,6442,11669,5007,297,5555,287,45153,763818,81070,660978,57836,27127,2480,15635,271,197362,328983,1430,13622,4119,21192,19.1,138429,65240,93784,39483,65969,15875,27047,66672,10836,48523,19866,6795,27987,28531,93968,31328,15364,10113,330224,46393,25180,1108,343521,8.3,230174,2.49,2.21,79039,68774,74242,38926,21402,27360,16959,43754,54708,46950,40294,21647,4757,1105,149700,142449,1204,459,75069,712,4500,14961,11672,31040,29727,46400,60997,43794,44909,14949,11294,583007,261628,32800,6.7,13594,23384,166318,108369,63274,96770,46257,92.9,27.6,14386816,24821,47936,189126,939231,3580288,850205,1200650,561653,421814,1403749,108668,885688,315185,540868,294174,2181411,114508,411973,314208,660
IA,2,IA_02,DEM,1975340,1647300,1288750,0,1974820,0,520,0,1361100,0,8000,178200,1966820,1360580,960707,0,780802,388058,47365,50336,49256,54692,62713,95165,92188,95237,53213,49508,74874,38157,18098,761104,699117,30640,1662,21936,887,6862,43156,525337,209874,6706,39396,2412,11194,7831,35426,62857,18025,2052,231077,2004,1143,99092,17653,503,23310,11315,969,2723,6196,12183,954,6437,17627,4854,845,5799,472,47551,769494,88321,654883,66616,25017,4758,16371,239,218136,307200,4196,14620,6565,18333,19.6,137305,64078,86573,36711,65190,11397,26633,65989,9885,44083,18254,4640,20160,28372,102607,28925,16797,12115,305126,60472,23483,776,346355,9.6,216504,2.56,2.19,86666,67129,71136,37980,19159,26244,21259,49525,42551,33551,37952,23935,6377,1354,143300,132328,1165,462,86912,779,4898,19134,15159,31596,27495,45833,60072,41962,41765,13447,11851,575525,266208,37685,7.3,16025,23582,160325,106886,55801,95514,58307,92.3,29.8,12470841,27226,25417,145260,949725,3277592,590273,1100989,648056,282300,552053,100868,571704,313760,398940,235165,2428665,72047,452361,297897,543
IA,3,IA_03,DEM,4347210,3442910,904295,12000,3889580,22000,1614.38,5.42,3426630,10000,6278.34,0,3883300,3425020,0,0,835190,412604,57625,57485,58546,54603,49420,115259,111881,106013,56236,47952,69807,34120,16243,813529,732513,34198,2191,29007,1557,14063,58367,559884,213674,5347,37070,1692,9850,18396,29581,67383,14859,2998,228317,1748,915,106573,24901,1591,31694,14182,257,2136,5931,13567,96,10581,22160,2226,559,5437,1014,41195,825339,92096,695554,71741,32957,2140,15623,700,192146,363361,4262,9464,5242,21199,20.8,169965,73026,106357,39940,53078,9445,27448,43726,12303,54717,21125,7344,60585,42039,91214,36268,20455,15697,368387,51694,21838,447,356679,6.4,232659,2.62,2.19,98391,75617,81780,36891,15549,19257,15669,35270,45456,41633,51613,32313,9650,1055,170900,159003,1369,495,90816,834,4010,13022,12465,28454,28033,42877,61299,47127,53892,22015,18301,637397,262401,37918,6,19186,27716,150589,118379,58451,126005,57185,91.6,32.9,17821374,10409,14691,170170,1142968,1472803,1149662,1319207,654052,602335,4088249,243843,1356017,1045504,622056,199085,2498468,126932,609497,494300,1126
IA,4,IA_04,REP,739554,689845,176312,0,735958,0,224.64,3370.78,687145,0,2700,0,733258,686920,126603,0,755676,378885,46088,47553,45636,55670,58737,88295,82017,85677,53876,53510,73050,43220,22347,743211,694798,11775,4592,17685,959,13402,53558,542429,169515,3064,32132,1495,7001,20281,48581,46280,14135,2637,270883,1235,351,88059,9695,575,55102,9142,469,1996,5449,8082,215,3014,25143,2710,277,2940,774,44930,743528,87549,643251,54974,26637,2859,12561,435,209618,301002,3779,13319,6908,20981,18.1,129813,59833,80440,44450,69936,25366,27773,60149,13501,42481,19076,6083,18736,21399,96017,25132,15951,12808,297938,55759,30238,537,351184,4.9,221025,2.43,2.04,81930,61733,71479,42993,23473,30355,23406,59544,45264,36643,33070,18402,3457,1239,126500,120402,1068,421,82647,701,8291,17100,15673,32477,31184,43621,60018,42693,47388,12351,9458,555022,259877,37614,6.9,16773,25345,161998,106882,65212,88341,37441,91.6,25.1,10934667,71183,34791,157432,823637,2644072,1004814,1005564,546612,256915,533907,92491,437959,191527,252663,145670,2009677,61534,368685,294819,715
ID,1,ID_01,REP,849828,837484,12344.5,0,814828,35000,0,0,791884,35000,600,10000,814228,791884,0,0,890052,445159,56348,57695,69108,63739,51766,107315,111579,108304,59780,57693,91154,39831,15740,860408,799153,5685,11678,10513,1521,31858,94145,379803,458014,10163,44881,679,4422,11054,17377,137419,22633,5827,168120,2197,2267,90431,28482,405,28540,11738,4121,4870,9535,28806,256,2309,24395,6220,3725,11804,345,62200,877443,127846,726157,81098,28175,2617,18102,1209,276007,311823,1649,8535,7434,24650,23.3,133546,69948,92484,51350,52991,15620,35301,39525,9392,49932,21163,6607,20034,36409,86858,34348,23483,21647,311199,59578,28386,1156,374309,3.5,233156,2.76,2.53,98051,74923,89916,37009,11290,12117,10857,14598,28070,43007,67177,53359,13866,2222,225800,154529,1254,381,84704,864,5446,19806,14406,25701,38022,50769,65129,41192,41791,13536,12954,606764,305947,92315,7.9,16336,36407,171930,158369,58265,103077,47012,91.1,25.4,9002654,106374,119045,71614,1012533,1242914,666055,1128911,333103,285091,531900,125561,560799,121113,355309,85193,1458187,81783,467844,248058,1267
ID,2,ID_02,REP,1042020,893691,301466,0,1042020,0,0,0,485561,0,0,10880,1042020,485561,153137,0,826891,417561,59878,61797,62668,62651,59505,114213,104078,90076,49841,46315,69212,32678,13979,803824,746858,5662,9911,12600,1558,27235,119474,438159,322955,6709,65139,2118,1746,20454,13908,156201,16945,3875,111900,1947,2153,58546,17628,494,16836,9278,2350,2797,6933,27714,257,2079,21125,9132,707,12116,484,48815,817830,112298,679187,75570,25467,4012,15898,3108,227312,300187,3210,8938,9364,19356,18.7,138353,65970,82691,48302,51278,23086,27239,38157,10904,46683,17964,7051,18158,37572,87477,36425,17219,18659,304218,57664,23526,1186,347509,8.6,202337,2.79,2.53,93245,60391,78506,34166,16114,19407,12177,19014,36973,43316,48251,31386,8964,2256,186500,125768,1161,358,93020,793,6472,18190,15193,35713,31178,45519,62540,37593,36848,11580,7475,577072,261290,79698,9.4,20345,28651,141099,133488,49240,99723,47846,90.6,28.4,12870141,32061,89238,247754,700986,1929584,1275716,1177466,390224,377491,671133,134137,1247355,472821,660134,210067,2369747,85658,505625,292389,555
IL,1,IL_01,DEM,346188,299877,47104.2,25589.4,346188,0,0,0,270811,0,0,29066.9,346188,270811,793.58,0,720977,334666,41589,43005,50497,48164,49498,94856,82160,93134,56695,48396,66381,32473,14129,705198,301363,362478,1439,14470,0,25448,78353,562807,100527,5166,11231,8390,4097,820,10575,16060,7465,1957,64818,3082,2185,70232,37096,5512,2583,45735,29,2752,2395,3581,2524,9477,8705,727,770,1100,3019,31105,716728,94171,629072,65456,5708,3111,46401,111,218873,205883,48267,11139,6561,12623,35.4,103133,66306,77955,19954,44284,818,16672,26253,6174,31340,28798,5081,18664,32304,88242,26027,15675,15584,256238,44942,10263,189,310506,7.9,158120,2.83,2.34,66441,56246,61717,39264,20285,26425,6054,18149,29354,35063,39585,23324,5330,1261,184100,102135,1553,658,106933,957,5325,32210,14932,29437,22254,34942,44962,32596,35120,13313,10612,447732,291814,50408,13.8,16654,37323,132940,126523,40265,78097,56422,88.9,27.6,7874437,NULL,0,125006,693562,670367,397645,771456,301039,102976,279418,114161,237156,243361,365816,1306177,1653571,44111,328101,240350,136
IL,10,IL_10,DEM,4295010,3177320,1260310,0,4267790,0,1643.59,577.54,2375690,105000,89063.5,607568,4178730,2374050,142657,0,714681,355680,43523,46146,49866,54813,47022,86509,86950,97177,50997,45749,59037,33362,13530,695294,495221,49553,2749,78644,629,68498,165276,401606,126324,10530,23525,3029,5184,2950,4945,33167,10837,2005,93292,7953,4152,62521,42251,4911,8516,56723,1074,22443,3047,6212,1325,3486,13585,1458,7065,3424,5062,26298,696958,63358,615130,51815,15777,5039,18004,9285,181545,265835,18911,7449,4161,23321,28.9,146385,55060,86097,18785,48647,917,15328,58656,14669,37551,16337,6472,28582,50801,67914,32882,17159,7706,306238,30519,16944,1273,271550,3.9,176739,2.82,2.57,64242,55469,63409,38881,16279,14415,5657,12769,22377,25175,30617,38665,31716,9763,270600,114069,1986,865,73022,1155,2934,11912,6671,18110,17504,26853,38699,28652,41988,23122,39184,505876,212117,47243,6.8,24035,26711,98997,78606,30331,120248,94383,89.3,45.3,27883324,1178,NULL,109770,894420,3811158,5061499,1229674,267204,388621,2590975,267930,4173103,4493797,938739,259132,2075462,386927,568028,361997,1188
IL,11,IL_11,DEM,2466870,1470920,3283740,1089650,2338240,0,2448.16,126184,950262,41800,7200.19,471405,2331040,947814,2287780,0,721823,358576,44713,49151,56766,50768,46342,93523,105046,99939,46406,38556,56603,24335,9675,695476,473197,80694,2294,58068,1126,80097,199897,459978,103053,6448,13014,6462,9116,1478,7235,26690,10283,2457,114182,8759,3397,86618,50149,8737,7041,55092,164,4726,2508,6063,4583,8487,12390,1555,2469,1511,1859,26015,717120,66729,624468,40830,36640,3638,20566,442,169245,294200,16211,2766,4142,18251,30.3,130097,60842,91828,26487,61378,869,18663,40833,13111,41968,34867,8459,28934,48663,69323,34368,18975,11599,326442,32653,11400,137,262646,5.5,179522,2.95,2.69,64045,49387,73763,36439,12985,11774,3927,11838,25855,38740,50448,37522,9692,1500,216200,130713,1694,691,66979,1216,1892,10701,5432,19277,15920,27033,44883,36267,49451,21635,17794,519844,207759,55211,6.3,37675,30612,108432,93960,35914,106025,61465,85.6,35.3,12674795,291,22771,170092,879952,1693873,1556902,1183856,765616,201561,596877,180519,879567,532308,961765,177999,1957390,122782,457549,332519,606
IL,12,IL_12,REP,2608190,2383590,232008,8281.72,2290140,0,316.14,0,2362290,0,11300,10000,2278840,2361970,7409.37,0,695178,345578,41498,42262,43598,45015,43850,91001,84587,89995,50980,46341,67407,34293,14351,673592,538586,117909,813,7033,85,9166,25800,477298,192986,6681,41987,1983,2054,711,8060,51677,18765,1752,153017,2410,3224,75482,24552,1305,3729,17494,364,1319,5573,11845,647,2869,4026,1446,539,4955,923,54697,676094,112086,589870,54821,24269,2355,19936,3302,226742,255713,5971,4714,3150,11581,24.3,91561,64180,70706,29424,52817,6461,18533,31296,7092,36887,23127,4316,15086,25300,76217,30387,15792,18194,248186,47235,13055,212,323763,7.7,184829,2.53,2.26,70305,58528,65748,38817,18674,23421,27709,55234,36338,28795,24274,9849,1587,1043,112100,103540,1123,455,84481,732,6183,27195,17211,31133,27916,36799,49918,33196,32086,10712,9327,447865,286439,40340,13.4,14009,34067,152508,116176,50661,64614,46920,90,23.3,8363013,2890,121841,255949,573188,1429655,363521,884224,606309,95011,322923,75464,622529,140980,332350,58835,1751241,49237,388311,288106,449
IL,13,IL_13,REP,3237280,3083220,550862,0,3205990,0,3185.92,9919.45,2951910,0,8394,122910,3197600,2948730,396800,0,698295,346367,37057,36940,40674,56319,76985,85927,81558,80320,44770,44041,64269,33015,16420,678617,566165,82290,1331,26125,264,2442,22936,523299,131638,5080,37036,2579,2891,1419,8783,52823,16420,1176,161021,2030,2789,81293,23445,2140,4939,17304,233,2606,8011,12082,1510,7753,7545,1604,542,5652,603,40846,683117,83996,572440,66046,35953,4157,21752,686,228303,256246,9610,12469,3895,14786,20.7,123570,61560,72867,23714,42697,6165,17039,27928,7745,35989,19534,5247,21664,22480,95747,31491,15970,17409,244421,61660,17539,788,322259,9.6,183602,2.38,2.21,89880,57963,60436,34296,17961,22233,21278,49617,38580,27590,28963,13181,3346,1047,123000,106520,1126,467,94637,767,4530,28006,16392,33521,26183,33987,49430,33282,37015,12321,12632,503001,244042,27400,12,10079,22918,136190,98953,40683,81952,59545,92.7,31.4,9796449,7606,20660,281815,720255,1038387,548650,852234,385282,346308,608527,147189,603340,407842,275188,139046,2451082,59888,478949,423333,868
IL,14,IL_14,DEM,4018300,2847120,1171190,0,3696740,0,241.51,0,2707590,0,60802.7,78725,3635940,2707350,0,0,746748,367935,41857,50991,57858,55729,45426,79934,99931,112175,54883,46854,62271,28457,10382,731869,646788,23028,664,36103,239,25047,93655,522989,145127,5315,20478,2426,12617,6552,13073,55384,19119,3510,204723,8686,4878,115771,74703,5222,23878,73643,743,5322,5419,10969,2170,3539,23555,2121,3877,3277,1349,35965,743235,63637,653818,44927,29703,3047,17074,321,180733,310703,11743,3274,4694,24929,32.7,155322,59883,99555,28901,42662,3028,25102,54034,15006,42577,19352,6776,29852,45351,82934,33683,15770,12858,325217,47082,13238,786,272946,3.7,214081,2.89,2.62,61976,51698,87225,36023,13081,10868,3297,5795,19502,31780,68922,67516,15800,1469,264800,155930,2037,817,45029,1190,1761,5947,5284,11485,14904,23326,42553,38835,57380,28839,32318,608164,180315,30640,3.9,12307,19596,116976,106332,39944,130189,69543,93.6,40.4,8546798,5820,16270,33853,1109239,1461610,759668,706133,281435,102583,421637,107198,763621,430725,545646,48865,996266,89391,393234,272752,852
IL,15,IL_15,REP,1890070,1567980,1158380,0,1878910,0,492.83,4802.73,1086600,0,5712.5,475661,1873200,1086110,836290,0,701482,350898,41893,43535,46426,42962,42760,84563,83198,87426,50639,48784,71732,40512,17052,688469,649324,28666,1569,5823,291,2796,19588,534794,151802,3923,65188,293,1635,1243,12369,59011,17175,1583,188305,903,1274,82440,14831,1100,3440,14125,525,497,5535,10188,745,1036,6791,2881,214,4784,287,48639,679498,107421,607698,47352,26119,1198,18097,245,225251,261301,2679,7541,2814,11355,21.8,97368,57687,68608,33408,60495,16020,19374,50585,8534,36904,16343,4675,15846,17574,76066,25467,15700,14478,251809,43067,21834,856,318026,8.2,208906,2.48,2.27,61835,59261,66091,40580,20759,28924,37390,64846,37405,29052,25754,11422,2146,891,102600,106747,1048,426,61315,657,7229,17806,18085,28662,29350,37315,55538,35208,35519,12744,7223,467225,276205,38704,9.9,17484,34650,164613,112428,60200,62586,31945,89.2,19.5,7472152,14181,172711,140005,481143,1881601,548202,639271,336436,105858,336999,58423,191044,449487,206192,25294,1366740,25342,261044,231531,648
IL,16,IL_16,REP,1732460,1999130,1211150,0,1017050,0,11989.5,205.38,1734220,0,8700,236209,1008350,1722230,1477820,0,690420,342053,38346,38733,45722,46317,47356,84221,81827,90776,48833,47025,68884,35047,17333,674381,621469,26924,1005,9308,185,15490,68620,526779,122166,4726,30877,4631,5413,4626,11119,51329,17949,2787,188469,3128,1918,106629,51530,3685,26107,39535,227,3974,5424,10459,3204,2543,34364,3064,1114,2428,799,45373,677313,88855,596148,49381,28792,1114,22721,400,203739,272345,2034,4877,4233,12547,24.6,100942,58430,80277,31912,59787,8102,20083,58257,10676,39064,22476,3937,16001,22650,72417,27244,17090,13351,272855,40391,17475,627,300697,5.4,194117,2.54,2.37,62100,54522,69453,41089,19087,23677,11831,45469,50239,38121,31598,12428,3587,844,139000,119683,1252,525,69966,814,5845,13710,9305,23329,27674,33397,58140,38022,41031,14847,10473,498519,249033,30641,7.4,13931,27897,161618,121351,47822,63286,38041,91.2,21.4,9296869,23092,95163,549845,511639,2538030,577301,806610,605214,117107,418088,79074,399303,121716,372729,52118,1371018,39386,322189,296733,514
IL,17,IL_17,DEM,3655890,2782150,2409850,0,3587180,0,4723.82,25695.1,1959740,0,8686.19,813725,3578490,1955010,1536110,0,689744,340064,42120,40903,45060,45714,41857,83134,79944,86332,47437,50050,71547,36670,18976,672307,568539,83233,1603,9895,537,8500,64174,489733,156325,5401,41935,3096,2608,3029,14734,51472,13024,1466,160199,1869,889,86664,20752,1744,10910,15044,820,921,5823,8562,361,8167,31657,2701,478,3410,648,44088,674547,98621,587572,61064,18170,3202,26112,324,221007,246504,3920,9273,4542,11497,20.6,84642,63393,66904,29377,62010,7152,18086,55444,7379,34541,17468,3702,11738,22715,74097,28032,15207,10765,255270,33541,16766,749,323384,8.6,190942,2.45,2.18,68770,57366,64835,40859,20297,29266,25674,68468,45035,23694,18123,6678,2146,1124,101300,111320,995,445,85321,677,5130,25238,15011,32636,30380,42603,55897,34480,30009,8619,6520,440768,295485,40223,12.6,19570,38152,161449,115377,45850,60153,33539,87.8,19.8,13232628,11141,10742,258664,606050,2178421,560814,760780,542851,171668,517647,75289,630217,3185353,427209,175499,2403844,54991,322579,338280,589
IL,18,IL_18,REP,2394030,878717,1836770,0,2329870,0,2542.61,4640.85,665932,0,13000,199785,2316870,663389,321459,0,701065,343851,40598,45474,43735,44266,42803,83411,86415,87641,49570,48518,71371,40783,16480,688374,635168,27285,1838,21371,149,2563,20212,549261,119530,3357,50610,2922,4023,2624,10511,68275,16004,1761,208197,1983,2756,88143,26708,2140,7646,12331,955,1988,7665,15632,2096,2729,11363,4861,914,4491,424,45134,686686,90391,607224,53615,24330,1519,15546,376,211766,276788,1646,7575,4171,14019,20.9,135992,52780,77630,29188,39010,9623,19205,36226,10265,35558,16765,5580,31702,26229,87832,21064,16339,18212,268904,47187,17693,816,313441,11.3,211266,2.55,2.1,70043,57360,65822,39831,21984,23564,15290,44038,46057,42469,39551,18134,4986,741,150200,122335,1245,527,62764,764,4574,13083,10310,24455,24147,34045,51235,37630,47350,19479,16870,541161,225228,26556,6.2,7136,22092,141742,104643,45901,105671,57004,94,33.6,10842277,13422,34591,116803,627601,1157411,918995,990982,401251,146194,2564460,77776,458848,366924,395738,113631,1465335,62982,409549,518984,800
IL,2,IL_02,DEM,882504,841636,434953,0,880671,0,1421.91,411.28,658852,0,250,182535,880421,657430,394085,0,702756,328480,41039,45231,52662,50622,50109,83760,85854,95941,46462,45436,62182,30523,12935,690738,255289,406149,992,4318,31,23959,104940,538811,116839,3434,12159,1232,2104,2145,8719,14944,10974,2378,52562,1344,1349,37402,17229,2867,1493,21499,31,1442,1097,2836,1028,19323,4326,944,505,1104,4178,31240,696551,83228,621802,58335,7521,1289,45101,526,211891,213404,35750,5931,5005,11628,33.9,86062,61790,72905,17215,58224,2116,13433,32031,6099,31772,31143,4220,16280,27490,77256,25120,12944,16292,237545,47857,10161,633,297195,8.8,153838,2.78,2.64,60873,57073,61419,33337,16976,23773,14024,34934,39365,31230,23003,8620,1990,672,133900,92546,1422,577,96716,931,2897,24580,13049,30935,24430,32591,45988,33839,32003,9915,6121,405257,315370,51261,14,19561,32671,139959,130193,39965,61680,39064,88.7,21.8,6889025,853,3622,41745,517410,1913003,484527,536360,598937,167452,152775,74312,182673,95341,250613,92432,1264561,51085,226193,234997,134
IL,3,IL_03,DEM,1505530,2298130,465622,0,1503430,0,2100,0,1863820,0,4750,429563,1498680,1861720,1258220,0,725538,363914,51863,44774,54942,45364,40430,94509,99325,92683,51438,45643,59711,31153,13703,709989,546187,34516,1718,37522,168,89878,233258,507905,57578,8959,19493,23569,11905,2369,6025,20587,9343,1249,92770,7691,1522,102107,52644,14387,3234,104754,59,4190,1621,5368,2063,3072,11277,721,3030,1724,875,26953,717799,67198,648359,49556,9180,2852,20279,71,200138,248864,33639,6326,4379,11515,33.4,118362,62729,76776,34057,53439,447,25363,37182,10473,36432,29198,5262,19874,37441,74788,35636,18428,14839,291883,41578,11274,628,263645,7.2,180314,3.02,2.6,47819,50032,68465,39529,19325,20596,5383,8383,22048,31956,59416,40291,11082,1755,231300,113753,1732,675,62374,996,3078,11515,7872,20915,21423,31741,43370,31317,41114,19689,16810,493491,234106,58634,7.5,32301,34774,144784,92612,37092,92087,54515,86.3,30,10218369,316,14500,NULL,992779,1598075,708696,811315,1482052,95342,307519,128746,670655,192709,568263,187067,1439896,298024,368353,343281,536
IL,4,IL_04,DEM,805660,770441,35218.6,0,750659,0,238.86,0,580700,0,11740.3,178000,738919,580462,0,0,700585,351417,46052,47005,49119,46851,48913,128675,107997,87587,39237,33892,40018,18704,6535,678122,394981,30889,2816,28650,90,220696,479290,363215,70773,27168,10750,5153,5297,686,1581,9655,4816,1480,34706,1819,1946,32305,22787,2119,2457,31364,125,3224,1207,2353,1117,3604,4349,571,3706,1062,1268,13143,698205,56387,615414,64198,2521,4550,20116,333,172717,196425,74031,11362,10314,12477,34.4,95149,76738,77453,36260,70295,1030,26889,49979,10692,35887,21671,6467,18540,46992,60234,50022,20282,7210,308628,27574,19240,453,248904,5.5,106443,3.33,2.99,62010,55397,50780,30072,10906,12155,3179,4601,9958,20682,33450,25208,8642,723,247400,69434,1777,678,112045,999,2832,13011,9362,22694,23595,33144,44656,27148,27434,11731,8545,354309,259890,115367,12.5,80721,47614,124809,69008,25277,78803,36413,72.3,24.9,5592688,NULL,NULL,136278,369635,1112119,646644,626614,275766,72348,164877,71382,145450,30606,326783,109009,926734,105112,266436,206368,417
